data_file,archive_member,declared_data_file,mapping_method,meter,channel,measurement_kind,measurement_semantics,voltage_response_eligible,unit,base_element,nominal_voltage,data_status,start_time,end_time,row_count,valid_count,missing_value_count,invalid_timestamp_count,duplicate_timestamp_count,out_of_order_timestamp_count,sampling_interval_seconds,expected_timestamp_count,missing_timestamp_count,timestamp_coverage_fraction,minimum,p05,mean,median,p95,maximum,standard_deviation,per_unit_status,mean_per_unit
egauge_17-V_ca,magnitudes/egauge_17-V_ca.csv,egauge_17-V_ca,declared_data_file,egauge_17,V_ca,voltage_magnitude,derived_or_signed_voltage_channel,False,V,bus_1041,1386.0,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,-0.515,1.651,3.608338375713245,3.601,5.516,8.191,1.1594085340325853,excluded_derived_or_signed_voltage,
egauge_18-CT1,magnitudes/egauge_18-CT1.csv,egauge_18-CT1,declared_data_file,egauge_18,CT1,current_magnitude,current_magnitude,False,A,line_384,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,16.081,19.144,29.42197454890569,26.277,47.682,88.418,9.416926723199271,not_applicable,
egauge_18-CT2,magnitudes/egauge_18-CT2.csv,egauge_18-CT2,declared_data_file,egauge_18,CT2,current_magnitude,current_magnitude,False,A,line_384,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,15.184,19.498,28.84848469346419,25.997,47.158,83.21,8.98904342134156,not_applicable,
egauge_18-CT3,magnitudes/egauge_18-CT3.csv,egauge_18-CT3,declared_data_file,egauge_18,CT3,current_magnitude,current_magnitude,False,A,line_384,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,16.172,18.721,30.987484427263578,26.774,56.111,98.952,11.96108133688137,not_applicable,
egauge_18-L1,magnitudes/egauge_18-L1.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,2404.264,2427.974,2440.4951040265737,2440.662,2450.383,2480.396,6.777140932358477,not_applicable,
egauge_18-L2,magnitudes/egauge_18-L2.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,2405.502,2430.064,2442.48663434451,2443.098,2452.009,2480.956,6.675965053885784,not_applicable,
egauge_18-V_ab,magnitudes/egauge_18-V_ab.csv,egauge_18-V_ab,declared_data_file,egauge_18,V_ab,voltage_magnitude,derived_or_signed_voltage_channel,False,V,bus_1052,1386.0,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,2404.264,2427.974,2440.4951040265737,2440.662,2450.383,2480.396,6.777140932358477,excluded_derived_or_signed_voltage,
egauge_18-V_bc,magnitudes/egauge_18-V_bc.csv,egauge_18-V_bc,declared_data_file,egauge_18,V_bc,voltage_magnitude,derived_or_signed_voltage_channel,False,V,bus_1052,1386.0,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,-2480.956,-2452.009,-2442.48663434451,-2443.098,-2430.064,-2405.502,6.675965053885784,excluded_derived_or_signed_voltage,
egauge_18-V_ca,magnitudes/egauge_18-V_ca.csv,egauge_18-V_ca,declared_data_file,egauge_18,V_ca,voltage_magnitude,derived_or_signed_voltage_channel,False,V,bus_1052,1386.0,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,-7.233,-0.841,1.99152980868277,2.119,4.633,7.857,1.7200026064575622,excluded_derived_or_signed_voltage,
egauge_19-CT1,magnitudes/egauge_19-CT1.csv,egauge_19-CT1,declared_data_file,egauge_19,CT1,current_magnitude,current_magnitude,False,A,line_379,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,160.379,162.896,168.9782515248666,168.372,176.972,183.859,4.470849374002835,not_applicable,
