data_file,archive_member,declared_data_file,mapping_method,meter,channel,measurement_kind,measurement_semantics,voltage_response_eligible,unit,base_element,nominal_voltage,data_status,start_time,end_time,row_count,valid_count,missing_value_count,invalid_timestamp_count,duplicate_timestamp_count,out_of_order_timestamp_count,sampling_interval_seconds,expected_timestamp_count,missing_timestamp_count,timestamp_coverage_fraction,minimum,p05,mean,median,p95,maximum,standard_deviation,per_unit_status,mean_per_unit
egauge_19-CT2,magnitudes/egauge_19-CT2.csv,egauge_19-CT2,declared_data_file,egauge_19,CT2,current_magnitude,current_magnitude,False,A,line_379,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,161.403,163.814,170.46662420573836,169.935,179.035,186.379,5.000409388431472,not_applicable,
egauge_19-CT3,magnitudes/egauge_19-CT3.csv,egauge_19-CT3,declared_data_file,egauge_19,CT3,current_magnitude,current_magnitude,False,A,line_379,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,164.428,166.862,173.53099831020478,173.235,182.589,190.107,5.113340998481952,not_applicable,
egauge_19-L1,magnitudes/egauge_19-L1.csv,egauge_19-L1,declared_data_file,egauge_19,L1,voltage_magnitude,direct_phase_to_ground_voltage_magnitude,True,V,bus_1032,9526.3,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,9591.491,9626.591,9669.681943461304,9669.251,9716.092,9755.231,26.87448347359546,available,1.0150511681829573
egauge_19-L2,magnitudes/egauge_19-L2.csv,egauge_19-L2,declared_data_file,egauge_19,L2,voltage_magnitude,direct_phase_to_ground_voltage_magnitude,True,V,bus_1032,9526.3,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,9634.723,9675.195,9720.178954363953,9719.1,9768.872,9803.497,27.75244527877209,available,1.0203519681685391
egauge_19-L3,magnitudes/egauge_19-L3.csv,egauge_19-L3,declared_data_file,egauge_19,L3,voltage_magnitude,direct_phase_to_ground_voltage_magnitude,True,V,bus_1032,9526.3,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,9662.432,9697.978,9743.834302670108,9738.829,9794.946,9841.563,29.265101674677496,available,1.0228351303937635
egauge_19-Mains_Power,magnitudes/egauge_19-Mains_Power.csv,egauge_19-Mains_Power,declared_data_file,egauge_19,Mains_Power,real_power,real_power,False,W,line_379,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,4284.396,4357.447,4550.807295239638,4539.717,4803.701,5008.425,145.96685240001338,not_applicable,
egauge_2-CRAC_ampsA,magnitudes/egauge_2-CRAC_ampsA.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,5.337,5.458,10.605597053274847,14.096,16.437,23.906,5.201188843281598,not_applicable,
egauge_2-CRAC_ampsB,magnitudes/egauge_2-CRAC_ampsB.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,4.995,5.11,8.683164430967235,5.167,16.25,23.688,4.734927007771375,not_applicable,
egauge_2-CRAC_ampsC,magnitudes/egauge_2-CRAC_ampsC.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,5.111,5.2,9.25459466904318,5.249,16.333,23.619,5.148778255067896,not_applicable,
egauge_2-CT1,magnitudes/egauge_2-CT1.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,273.23,292.989,326.1074632006573,324.001,362.79,382.123,21.548616967645007,not_applicable,
egauge_2-CT2,magnitudes/egauge_2-CT2.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,250.989,277.209,310.43727376997947,308.154,348.171,369.091,22.34201757518319,not_applicable,
egauge_2-CT3,magnitudes/egauge_2-CT3.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,286.77,306.005,340.462988391338,337.176,380.625,398.435,23.14255319257671,not_applicable,
egauge_2-L1,magnitudes/egauge_2-L1.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,269.773,275.445,276.84774415805373,276.8,278.288,283.043,0.8411759206941881,not_applicable,
egauge_2-L2,magnitudes/egauge_2-L2.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,268.357,274.096,275.51575225981185,275.525,277.074,281.665,0.8612953133144955,not_applicable,
egauge_2-L3,magnitudes/egauge_2-L3.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,268.9,273.995,275.2830752074629,275.219,276.667,281.076,0.7641636111602997,not_applicable,
egauge_2-Mains_Power,magnitudes/egauge_2-Mains_Power.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,225.384,242.445,269.16675050057296,267.118,300.807,314.552,18.00594699674241,not_applicable,
egauge_2-PDU1_ampsA,magnitudes/egauge_2-PDU1_ampsA.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,32.13,32.826,35.5478247589727,35.752,37.257,38.915,1.2224083029197614,not_applicable,
egauge_2-PDU1_ampsB,magnitudes/egauge_2-PDU1_ampsB.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,27.955,28.503,29.945244244858284,29.536,32.56,34.864,1.278299940507559,not_applicable,
egauge_2-PDU1_ampsC,magnitudes/egauge_2-PDU1_ampsC.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,36.383,37.708,39.36066577933126,38.903,42.081,43.545,1.3665938169934726,not_applicable,
egauge_2-PDU2_ampsA,magnitudes/egauge_2-PDU2_ampsA.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,89.506,103.647,123.6815789516325,124.919,141.232,154.195,11.263837814810405,not_applicable,
egauge_2-PDU2_ampsB,magnitudes/egauge_2-PDU2_ampsB.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,92.424,106.866,123.88742214789181,124.882,139.772,156.27,10.027381480555169,not_applicable,
egauge_2-PDU2_ampsC,magnitudes/egauge_2-PDU2_ampsC.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,98.542,113.458,132.37200113424612,133.237,150.011,163.901,10.965928869292725,not_applicable,
egauge_2-PDU3_ampsA,magnitudes/egauge_2-PDU3_ampsA.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,140.213,148.425,166.85328227682552,160.8,197.274,206.202,15.928391010376748,not_applicable,
egauge_2-PDU3_ampsB,magnitudes/egauge_2-PDU3_ampsB.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,129.212,137.903,155.2478504299719,148.015,186.904,194.006,16.446507988704607,not_applicable,
egauge_2-PDU3_ampsC,magnitudes/egauge_2-PDU3_ampsC.csv,,unmapped,,,unmapped,unmapped,False,,,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,140.689,149.391,166.79432653557248,159.639,197.58,203.762,16.268548906615784,not_applicable,
egauge_20-CT1,magnitudes/egauge_20-CT1.csv,egauge_20-CT1,declared_data_file,egauge_20,CT1,current_magnitude,current_magnitude,False,A,line_383,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,3.14,3.549,5.2200276269950585,4.682,8.337,14.802,1.5431133318080918,not_applicable,
egauge_20-CT2,magnitudes/egauge_20-CT2.csv,egauge_20-CT2,declared_data_file,egauge_20,CT2,current_magnitude,current_magnitude,False,A,line_383,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,3.047,3.375,4.988391176028055,4.541,8.211,13.924,1.5441753575152408,not_applicable,
egauge_20-CT3,magnitudes/egauge_20-CT3.csv,egauge_20-CT3,declared_data_file,egauge_20,CT3,current_magnitude,current_magnitude,False,A,line_383,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,3.041,3.414,4.724893947986713,4.366,6.945,12.396,1.161266074228169,not_applicable,
egauge_20-L1,magnitudes/egauge_20-L1.csv,egauge_20-L1,declared_data_file,egauge_20,L1,voltage_magnitude,direct_phase_to_ground_voltage_magnitude,True,V,bus_1040,9526.3,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,9439.867,9831.144,9881.908903195566,9882.77,9923.497,10335.026,27.541386038069447,available,1.037329173256728
egauge_20-L2,magnitudes/egauge_20-L2.csv,egauge_20-L2,declared_data_file,egauge_20,L2,voltage_magnitude,direct_phase_to_ground_voltage_magnitude,True,V,bus_1040,9526.3,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,9421.445,9833.027,9883.583814411868,9886.153,9926.969,10339.749,28.12811760868718,available,1.037504992957588
egauge_20-L3,magnitudes/egauge_20-L3.csv,egauge_20-L3,declared_data_file,egauge_20,L3,voltage_magnitude,direct_phase_to_ground_voltage_magnitude,True,V,bus_1040,9526.3,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,9440.013,9840.565,9893.432130067938,9893.735,9942.999,10325.624,30.28531530903799,available,1.0385387957620418
egauge_20-Mains_Power,magnitudes/egauge_20-Mains_Power.csv,egauge_20-Mains_Power,declared_data_file,egauge_20,Mains_Power,real_power,real_power,False,W,line_383,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,-93.249,-31.913,54.89667581393733,41.887,176.016,385.552,65.1808837514058,not_applicable,
egauge_21-CT1,magnitudes/egauge_21-CT1.csv,egauge_21-CT1,declared_data_file,egauge_21,CT1,current_magnitude,current_magnitude,False,A,line_381,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,37.094,37.856,39.00428547123297,38.834,40.499,43.422,0.8542910171940663,not_applicable,
egauge_21-CT2,magnitudes/egauge_21-CT2.csv,egauge_21-CT2,declared_data_file,egauge_21,CT2,current_magnitude,current_magnitude,False,A,line_381,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,38.805,39.666,41.10489773266513,40.915,42.995,46.039,1.0723025760425868,not_applicable,
egauge_21-CT3,magnitudes/egauge_21-CT3.csv,egauge_21-CT3,declared_data_file,egauge_21,CT3,current_magnitude,current_magnitude,False,A,line_381,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,38.411,39.364,40.777275205148094,40.645,42.457,45.472,0.994168577627925,not_applicable,
egauge_21-L1,magnitudes/egauge_21-L1.csv,egauge_21-L1,declared_data_file,egauge_21,L1,voltage_magnitude,direct_phase_to_ground_voltage_magnitude,True,V,bus_1038,9526.3,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,9590.519,9664.668,9707.242081538408,9706.814,9753.297,9841.344,26.716024351695744,available,1.0189939516431783
egauge_21-L2,magnitudes/egauge_21-L2.csv,egauge_21-L2,declared_data_file,egauge_21,L2,voltage_magnitude,direct_phase_to_ground_voltage_magnitude,True,V,bus_1038,9526.3,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,9633.175,9671.692,9716.088271513061,9714.283,9763.825,9829.263,27.597360610759004,available,1.0199225587597558
egauge_21-L3,magnitudes/egauge_21-L3.csv,egauge_21-L3,declared_data_file,egauge_21,L3,voltage_magnitude,direct_phase_to_ground_voltage_magnitude,True,V,bus_1038,9526.3,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,9654.615,9698.374,9743.985813752155,9739.133,9794.747,9879.533,29.112060689874905,available,1.0228510348983504
egauge_21-Mains_Power,magnitudes/egauge_21-Mains_Power.csv,egauge_21-Mains_Power,declared_data_file,egauge_21,Mains_Power,real_power,real_power,False,W,line_381,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,86401,86401,0,0,0,0,1.0,86401,0,1.0,944.554,967.139,1003.0647436488005,999.101,1048.224,1132.451,26.19725933060271,not_applicable,
egauge_22-CT1,magnitudes/egauge_22-CT1.csv,egauge_22-CT1,declared_data_file,egauge_22,CT1,current_magnitude,current_magnitude,False,A,line_429,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,706.914,809.3174,889.7515130270297,878.829,974.369,1004.538,52.320602260343954,not_applicable,
egauge_22-CT10,magnitudes/egauge_22-CT10.csv,egauge_22-CT10,declared_data_file,egauge_22,CT10,current_magnitude,current_magnitude,False,A,inv_8,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,179.507,200.3229,214.0243467571283,213.158,226.5741,232.702,8.069321115455933,not_applicable,
egauge_22-CT11,magnitudes/egauge_22-CT11.csv,egauge_22-CT11,declared_data_file,egauge_22,CT11,current_magnitude,current_magnitude,False,A,inv_8,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,179.802,200.4647,214.15578642841334,213.38,226.625,232.622,8.025091680947087,not_applicable,
egauge_22-CT12,magnitudes/egauge_22-CT12.csv,egauge_22-CT12,declared_data_file,egauge_22,CT12,current_magnitude,current_magnitude,False,A,inv_8,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,180.135,201.0349,214.71183898048994,213.909,227.137,233.296,8.00913160218751,not_applicable,
egauge_22-CT13,magnitudes/egauge_22-CT13.csv,egauge_22-CT13,declared_data_file,egauge_22,CT13,current_magnitude,current_magnitude,False,A,inv_9,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,126.855,149.742,163.50581164621667,163.581,174.8511,181.403,7.774817903084212,not_applicable,
egauge_22-CT14,magnitudes/egauge_22-CT14.csv,egauge_22-CT14,declared_data_file,egauge_22,CT14,current_magnitude,current_magnitude,False,A,inv_9,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,127.844,150.8318,164.5865838650726,164.706,175.868,182.442,7.748708345769091,not_applicable,
egauge_22-CT15,magnitudes/egauge_22-CT15.csv,egauge_22-CT15,declared_data_file,egauge_22,CT15,current_magnitude,current_magnitude,False,A,inv_9,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,128.086,150.894,164.65002739234123,164.759,175.955,182.758,7.760622467250977,not_applicable,
egauge_22-CT16,magnitudes/egauge_22-CT16.csv,egauge_22-C16,explicit_source_filename_alias,egauge_22,CT16,current_magnitude,current_magnitude,False,A,inv_10,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,81.235,102.764,116.77701486209348,115.886,129.672,136.045,8.236493473205297,not_applicable,
egauge_22-CT17,magnitudes/egauge_22-CT17.csv,egauge_22-CT17,declared_data_file,egauge_22,CT17,current_magnitude,current_magnitude,False,A,inv_10,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,81.507,103.1369,117.16951595198424,116.31,130.036,136.426,8.228828262929891,not_applicable,
egauge_22-CT18,magnitudes/egauge_22-CT18.csv,egauge_22-CT18,declared_data_file,egauge_22,CT18,current_magnitude,current_magnitude,False,A,inv_10,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,80.8,102.372,116.39118121880547,115.515,129.255,135.692,8.22615009078965,not_applicable,
egauge_22-CT2,magnitudes/egauge_22-CT2.csv,egauge_22-CT2,declared_data_file,egauge_22,CT2,current_magnitude,current_magnitude,False,A,line_429,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,705.317,808.0619,888.7604691698031,877.871,973.4841,1003.189,52.426516065818355,not_applicable,
egauge_22-CT3,magnitudes/egauge_22-CT3.csv,egauge_22-CT3,declared_data_file,egauge_22,CT3,current_magnitude,current_magnitude,False,A,line_429,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,706.414,810.5165000000001,891.810185646341,880.788,977.316,1006.974,52.88088191784654,not_applicable,
egauge_22-CT4,magnitudes/egauge_22-CT4.csv,egauge_22-CT4,declared_data_file,egauge_22,CT4,current_magnitude,current_magnitude,False,A,inv_6,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,187.578,207.856,221.64536148716095,220.765,234.32,240.541,8.124258850898784,not_applicable,
egauge_22-CT5,magnitudes/egauge_22-CT5.csv,egauge_22-CT5,declared_data_file,egauge_22,CT5,current_magnitude,current_magnitude,False,A,inv_6,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,188.021,208.3769,222.13875757194404,221.33,234.6931,240.857,8.065079709354142,not_applicable,
egauge_22-CT6,magnitudes/egauge_22-CT6.csv,egauge_22-CT6,declared_data_file,egauge_22,CT6,current_magnitude,current_magnitude,False,A,inv_6,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,188.304,208.625,222.4078171818983,221.554,235.029,241.53,8.103449422643159,not_applicable,
egauge_22-CT7,magnitudes/egauge_22-CT7.csv,egauge_22-CT7,declared_data_file,egauge_22,CT7,current_magnitude,current_magnitude,False,A,inv_7,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,132.496,153.36,179.45089154344222,167.218,215.196,221.068,23.22729208225691,not_applicable,
egauge_22-CT8,magnitudes/egauge_22-CT8.csv,egauge_22-CT8,declared_data_file,egauge_22,CT8,current_magnitude,current_magnitude,False,A,inv_7,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,132.63,153.6959,179.8384313306688,167.62,215.612,221.494,23.23900095048337,not_applicable,
egauge_22-CT9,magnitudes/egauge_22-CT9.csv,egauge_22-CT9,declared_data_file,egauge_22,CT9,current_magnitude,current_magnitude,False,A,inv_7,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,131.89,152.9859,179.08737449088582,166.866,214.823,220.773,23.229938810651884,not_applicable,
egauge_22-L1,magnitudes/egauge_22-L1.csv,egauge_22-L1,declared_data_file,egauge_22,L1,voltage_magnitude,direct_phase_to_ground_voltage_magnitude,True,V,bus_1176,277.0,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,284.232,287.061,288.57992035097124,288.603,289.902,292.319,0.8727591248523178,available,1.0418047666100045
egauge_22-L2,magnitudes/egauge_22-L2.csv,egauge_22-L2,declared_data_file,egauge_22,L2,voltage_magnitude,direct_phase_to_ground_voltage_magnitude,True,V,bus_1176,277.0,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,284.138,286.696,288.26895700311127,288.242,289.831,291.76,0.9655869395050168,available,1.0406821552458891
egauge_22-L3,magnitudes/egauge_22-L3.csv,egauge_22-L3,declared_data_file,egauge_22,L3,voltage_magnitude,direct_phase_to_ground_voltage_magnitude,True,V,bus_1176,277.0,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,284.113,286.552,288.15588293889846,288.18,289.6,291.622,0.9220722926109327,available,1.0402739456277923
egauge_22-Mains_Power,magnitudes/egauge_22-Mains_Power.csv,egauge_22-Mains_Power,declared_data_file,egauge_22,Mains_Power,real_power,real_power,False,W,line_429,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,-746.69,-725.8904,-661.2430394044442,-652.457,-601.449,-523.775,39.23151593381958,not_applicable,
egauge_22-es1_Power,magnitudes/egauge_22-es1_Power.csv,egauge_22-es1_Power,declared_data_file,egauge_22,es1_Power,real_power,real_power,False,W,inv_6,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,137.305,152.7539,163.25841260093918,162.546,173.3101,177.175,6.243739391376782,not_applicable,
egauge_22-es2_Power,magnitudes/egauge_22-es2_Power.csv,egauge_22-es2_Power,declared_data_file,egauge_22,es2_Power,real_power,real_power,False,W,inv_7,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,96.753,111.9019,131.39822605619577,122.298,158.337,162.367,17.343505759060896,not_applicable,
egauge_22-es3_Power,magnitudes/egauge_22-es3_Power.csv,egauge_22-es3_Power,declared_data_file,egauge_22,es3_Power,real_power,real_power,False,W,inv_8,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,131.531,146.8877,157.34120696213347,156.669,167.273,171.355,6.192665309618079,not_applicable,
egauge_22-es4_Power,magnitudes/egauge_22-es4_Power.csv,egauge_22-es4_Power,declared_data_file,egauge_22,es4_Power,real_power,real_power,False,W,inv_9,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,93.424,110.3179,120.66794492478355,120.691,129.437,133.473,5.875708378087732,not_applicable,
egauge_22-es5_Power,magnitudes/egauge_22-es5_Power.csv,egauge_22-es5_Power,declared_data_file,egauge_22,es5_Power,real_power,real_power,False,W,inv_10,,populated,2024-11-14T07:00:00,2024-11-15T07:00:00,85819,85819,0,0,0,0,1.0,86401,582,0.9932639668522355,59.452,75.0369,85.50828592289197,84.811,95.4211,99.561,6.20657348849731,not_applicable,
egauge_23-CT1,magnitudes/egauge_23-CT1.csv,egauge_23-CT1,declared_data_file,egauge_23,CT1,current_magnitude,current_magnitude,False,A,line_430,,empty,,,0,0,0,0,0,0,,0,0,,,,,,,,,not_available_empty_channel,
egauge_23-CT10,magnitudes/egauge_23-CT10.csv,egauge_23-CT10,declared_data_file,egauge_23,CT10,current_magnitude,current_magnitude,False,A,inv_13,,empty,,,0,0,0,0,0,0,,0,0,,,,,,,,,not_available_empty_channel,
egauge_23-CT11,magnitudes/egauge_23-CT11.csv,egauge_23-CT11,declared_data_file,egauge_23,CT11,current_magnitude,current_magnitude,False,A,inv_13,,empty,,,0,0,0,0,0,0,,0,0,,,,,,,,,not_available_empty_channel,
egauge_23-CT12,magnitudes/egauge_23-CT12.csv,egauge_23-CT12,declared_data_file,egauge_23,CT12,current_magnitude,current_magnitude,False,A,inv_13,,empty,,,0,0,0,0,0,0,,0,0,,,,,,,,,not_available_empty_channel,
egauge_23-CT13,magnitudes/egauge_23-CT13.csv,egauge_23-CT13,declared_data_file,egauge_23,CT13,current_magnitude,current_magnitude,False,A,inv_14,,empty,,,0,0,0,0,0,0,,0,0,,,,,,,,,not_available_empty_channel,
egauge_23-CT14,magnitudes/egauge_23-CT14.csv,egauge_23-CT14,declared_data_file,egauge_23,CT14,current_magnitude,current_magnitude,False,A,inv_14,,empty,,,0,0,0,0,0,0,,0,0,,,,,,,,,not_available_empty_channel,
egauge_23-CT15,magnitudes/egauge_23-CT15.csv,egauge_23-CT15,declared_data_file,egauge_23,CT15,current_magnitude,current_magnitude,False,A,inv_14,,empty,,,0,0,0,0,0,0,,0,0,,,,,,,,,not_available_empty_channel,
egauge_23-CT16,magnitudes/egauge_23-CT16.csv,egauge_23-C16,explicit_source_filename_alias,egauge_23,CT16,current_magnitude,current_magnitude,False,A,inv_15,,empty,,,0,0,0,0,0,0,,0,0,,,,,,,,,not_available_empty_channel,
egauge_23-CT17,magnitudes/egauge_23-CT17.csv,egauge_23-CT17,declared_data_file,egauge_23,CT17,current_magnitude,current_magnitude,False,A,inv_15,,empty,,,0,0,0,0,0,0,,0,0,,,,,,,,,not_available_empty_channel,
egauge_23-CT18,magnitudes/egauge_23-CT18.csv,egauge_23-CT18,declared_data_file,egauge_23,CT18,current_magnitude,current_magnitude,False,A,inv_15,,empty,,,0,0,0,0,0,0,,0,0,,,,,,,,,not_available_empty_channel,
egauge_23-CT2,magnitudes/egauge_23-CT2.csv,egauge_23-CT2,declared_data_file,egauge_23,CT2,current_magnitude,current_magnitude,False,A,line_430,,empty,,,0,0,0,0,0,0,,0,0,,,,,,,,,not_available_empty_channel,
egauge_23-CT3,magnitudes/egauge_23-CT3.csv,egauge_23-CT3,declared_data_file,egauge_23,CT3,current_magnitude,current_magnitude,False,A,line_430,,empty,,,0,0,0,0,0,0,,0,0,,,,,,,,,not_available_empty_channel,
egauge_23-CT4,magnitudes/egauge_23-CT4.csv,egauge_23-CT4,declared_data_file,egauge_23,CT4,current_magnitude,current_magnitude,False,A,inv_11,,empty,,,0,0,0,0,0,0,,0,0,,,,,,,,,not_available_empty_channel,
egauge_23-CT5,magnitudes/egauge_23-CT5.csv,egauge_23-CT5,declared_data_file,egauge_23,CT5,current_magnitude,current_magnitude,False,A,inv_11,,empty,,,0,0,0,0,0,0,,0,0,,,,,,,,,not_available_empty_channel,
egauge_23-CT6,magnitudes/egauge_23-CT6.csv,egauge_23-CT6,declared_data_file,egauge_23,CT6,current_magnitude,current_magnitude,False,A,inv_11,,empty,,,0,0,0,0,0,0,,0,0,,,,,,,,,not_available_empty_channel,
