meter,channel,data_file,unit,measurement_kind,element_reference,base_element,nominal_voltage,register_expression,measurement_semantics,voltage_response_eligible,rating,groups
egauge_23,mi53_Power,egauge_23-mi53_Power,W,real_power,inv_13,inv_13,,S10*L1+S11*L2+S12*L3,real_power,False,,plant_2|group_176|plant_1|swbd_4
egauge_23,mi54_Power,egauge_23-mi54_Power,W,real_power,inv_14,inv_14,,S13*L1+S14*L2+S15*L3,real_power,False,,plant_2|group_176|plant_1|swbd_4
egauge_23,mi55_Power,egauge_23-mi55_Power,W,real_power,inv_15,inv_15,,S16*L1+S17*L2+S18*L3,real_power,False,,plant_2|group_176|plant_1|swbd_4
egauge_23,L1,egauge_23-L1,V,voltage_magnitude,bus_1184.ag,bus_1184,240.0,L1,direct_phase_to_ground_voltage_magnitude,True,,plant_2|group_176|plant_1|swbd_4
egauge_23,L2,egauge_23-L2,V,voltage_magnitude,bus_1184.bg,bus_1184,240.0,L2,direct_phase_to_ground_voltage_magnitude,True,,plant_2|group_176|plant_1|swbd_4
egauge_23,L3,egauge_23-L3,V,voltage_magnitude,bus_1184.cg,bus_1184,240.0,L3,direct_phase_to_ground_voltage_magnitude,True,,plant_2|group_176|plant_1|swbd_4
egauge_23,CT1,egauge_23-CT1,A,current_magnitude,line_430.a,line_430,,S1,current_magnitude,False,3000.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT2,egauge_23-CT2,A,current_magnitude,line_430.b,line_430,,S2,current_magnitude,False,3000.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT3,egauge_23-CT3,A,current_magnitude,line_430.c,line_430,,S3,current_magnitude,False,3000.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT4,egauge_23-CT4,A,current_magnitude,inv_11.a,inv_11,,S4,current_magnitude,False,400.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT5,egauge_23-CT5,A,current_magnitude,inv_11.b,inv_11,,S5,current_magnitude,False,400.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT6,egauge_23-CT6,A,current_magnitude,inv_11.c,inv_11,,S6,current_magnitude,False,400.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT7,egauge_23-CT7,A,current_magnitude,inv_12.a,inv_12,,S7,current_magnitude,False,400.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT8,egauge_23-CT8,A,current_magnitude,inv_12.b,inv_12,,S8,current_magnitude,False,400.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT9,egauge_23-CT9,A,current_magnitude,inv_12.c,inv_12,,S9,current_magnitude,False,400.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT10,egauge_23-CT10,A,current_magnitude,inv_13.a,inv_13,,S10,current_magnitude,False,400.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT11,egauge_23-CT11,A,current_magnitude,inv_13.b,inv_13,,S11,current_magnitude,False,400.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT12,egauge_23-CT12,A,current_magnitude,inv_13.c,inv_13,,S12,current_magnitude,False,400.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT13,egauge_23-CT13,A,current_magnitude,inv_14.a,inv_14,,S13,current_magnitude,False,400.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT14,egauge_23-CT14,A,current_magnitude,inv_14.b,inv_14,,S14,current_magnitude,False,400.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT15,egauge_23-CT15,A,current_magnitude,inv_14.c,inv_14,,S15,current_magnitude,False,400.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT16,egauge_23-C16,A,current_magnitude,inv_15.a,inv_15,,S16,current_magnitude,False,400.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT17,egauge_23-CT17,A,current_magnitude,inv_15.b,inv_15,,S17,current_magnitude,False,400.0,plant_2|group_176|plant_1|swbd_4
egauge_23,CT18,egauge_23-CT18,A,current_magnitude,inv_15.c,inv_15,,S18,current_magnitude,False,400.0,plant_2|group_176|plant_1|swbd_4
egauge_24,Mains_Power,egauge_24-Mains_Power,W,real_power,line_431,line_431,,S1*L1+S2*L2+S3*L3,real_power,False,,plant_2|group_175|plant_1|swbd_5
egauge_24,es1_Power,egauge_24-es1_Power,W,real_power,inv_2,inv_2,,S4*L1+S5*L2+S6*L3,real_power,False,,plant_2|group_175|plant_1|swbd_5
egauge_24,es2_Power,egauge_24-es2_Power,W,real_power,inv_3,inv_3,,S7*L1+S8*L2+S9*L3,real_power,False,,plant_2|group_175|plant_1|swbd_5
egauge_24,es3_Power,egauge_24-es3_Power,W,real_power,inv_4,inv_4,,S10*L1+S11*L2+S12*L3,real_power,False,,plant_2|group_175|plant_1|swbd_5
egauge_24,es4_Power,egauge_24-es4_Power,W,real_power,inv_5,inv_5,,S13*L1+S14*L2+S15*L3,real_power,False,,plant_2|group_175|plant_1|swbd_5
egauge_24,L1,egauge_24-L1,V,voltage_magnitude,bus_1192.ag,bus_1192,277.0,L1,direct_phase_to_ground_voltage_magnitude,True,,plant_2|group_175|plant_1|swbd_5
egauge_24,L2,egauge_24-L2,V,voltage_magnitude,bus_1192.bg,bus_1192,277.0,L2,direct_phase_to_ground_voltage_magnitude,True,,plant_2|group_175|plant_1|swbd_5
egauge_24,L3,egauge_24-L3,V,voltage_magnitude,bus_1192.cg,bus_1192,277.0,L3,direct_phase_to_ground_voltage_magnitude,True,,plant_2|group_175|plant_1|swbd_5
egauge_24,CT1,egauge_24-CT1,A,current_magnitude,line_431.a,line_431,,S1,current_magnitude,False,3000.0,plant_2|group_175|plant_1|swbd_5
egauge_24,CT2,egauge_24-CT2,A,current_magnitude,line_431.b,line_431,,S2,current_magnitude,False,3000.0,plant_2|group_175|plant_1|swbd_5
egauge_24,CT3,egauge_24-CT3,A,current_magnitude,line_431.c,line_431,,S3,current_magnitude,False,3000.0,plant_2|group_175|plant_1|swbd_5
egauge_24,CT4,egauge_24-CT4,A,current_magnitude,inv_2.a,inv_2,,S4,current_magnitude,False,400.0,plant_2|group_175|plant_1|swbd_5
egauge_24,CT5,egauge_24-CT5,A,current_magnitude,inv_2.b,inv_2,,S5,current_magnitude,False,400.0,plant_2|group_175|plant_1|swbd_5
egauge_24,CT6,egauge_24-CT6,A,current_magnitude,inv_2.c,inv_2,,S6,current_magnitude,False,400.0,plant_2|group_175|plant_1|swbd_5
egauge_24,CT7,egauge_24-CT7,A,current_magnitude,inv_3.a,inv_3,,S7,current_magnitude,False,400.0,plant_2|group_175|plant_1|swbd_5
egauge_24,CT8,egauge_24-CT8,A,current_magnitude,inv_3.b,inv_3,,S8,current_magnitude,False,400.0,plant_2|group_175|plant_1|swbd_5
egauge_24,CT9,egauge_24-CT9,A,current_magnitude,inv_3.c,inv_3,,S9,current_magnitude,False,400.0,plant_2|group_175|plant_1|swbd_5
egauge_24,CT10,egauge_24-CT10,A,current_magnitude,inv_4.a,inv_4,,S10,current_magnitude,False,400.0,plant_2|group_175|plant_1|swbd_5
egauge_24,CT11,egauge_24-CT11,A,current_magnitude,inv_4.b,inv_4,,S11,current_magnitude,False,400.0,plant_2|group_175|plant_1|swbd_5
egauge_24,CT12,egauge_24-CT12,A,current_magnitude,inv_4.c,inv_4,,S12,current_magnitude,False,400.0,plant_2|group_175|plant_1|swbd_5
egauge_24,CT13,egauge_24-CT13,A,current_magnitude,inv_5.a,inv_5,,S13,current_magnitude,False,400.0,plant_2|group_175|plant_1|swbd_5
egauge_24,CT14,egauge_24-CT14,A,current_magnitude,inv_5.b,inv_5,,S14,current_magnitude,False,400.0,plant_2|group_175|plant_1|swbd_5
egauge_24,CT15,egauge_24-CT15,A,current_magnitude,inv_5.c,inv_5,,S15,current_magnitude,False,400.0,plant_2|group_175|plant_1|swbd_5
