pct,trial,seed,spearman,top3_jaccard
0.2,0,41,0.8992481203007519,0.2
0.2,1,41,0.7860098336975476,0.2
0.2,2,41,0.8947368421052632,0.5
0.2,3,41,0.7984962406015037,0.2
0.2,4,41,0.8601503759398496,0.2
0.2,5,41,0.6215201157487013,0.2
0.2,6,41,0.7524456607127132,0.5
0.2,7,41,0.9518796992481202,0.5
0.2,8,41,0.8424220227189027,0.2
0.2,9,41,0.8902255639097743,0.5
0.2,10,41,0.84994364792175,0.2
0.2,11,41,0.8318917474349163,0.5
0.2,12,41,0.7293233082706766,0.2
0.2,13,41,0.8195871407532733,0.5
0.2,14,41,0.9112781954887217,0.5
0.2,15,41,0.7702144207715681,0.0
0.2,16,41,0.9022556390977443,0.5
0.2,17,41,0.9127819548872179,0.5
0.2,18,41,0.9293233082706768,0.5
0.2,19,41,0.7799925335352696,0.5
0.2,20,41,0.8270676691729323,0.2
0.2,21,41,0.8954103362481289,0.5
0.2,22,41,0.9161339497068066,0.5
0.2,23,41,0.8706766917293233,0.5
0.2,24,41,0.8615502815160567,0.2
0.2,25,41,0.8073741939447415,0.5
0.2,26,41,0.9190822569041993,0.5
0.2,27,41,0.8436090225563909,0.2
0.2,28,41,0.9059445754981069,0.2
0.2,29,41,0.9383458646616539,0.5
0.2,30,41,0.9443609022556391,0.5
0.2,31,41,0.8781040860517365,0.5
0.2,32,41,0.8300751879699247,0.2
0.2,33,41,0.8917293233082706,0.2
0.2,34,41,0.9353383458646616,0.5
0.2,35,41,0.8390977443609022,1.0
0.2,36,41,0.8291951181054101,0.5
0.2,37,41,0.9040993493822509,0.0
0.2,38,41,0.9018428618213966,0.5
0.2,39,41,0.8766917293233082,0.5
0.2,40,41,0.8000014186396841,0.2
0.2,41,41,0.801205727888416,0.5
0.2,42,41,0.826937781123272,0.2
0.2,43,41,0.8762693361317156,0.2
0.2,44,41,0.9248120300751879,0.2
0.2,45,41,0.9157894736842105,0.5
0.2,46,41,0.8645600641589076,1.0
0.2,47,41,0.7348627823181857,0.2
0.2,48,41,0.8168484970292217,0.2
0.2,49,41,0.8356525600363401,0.5
0.2,50,41,0.6917293233082705,0.0
0.2,51,41,0.8597217606854515,0.5
0.2,52,41,0.7999999999999999,0.2
0.2,53,41,0.7112781954887217,0.2
0.2,54,41,0.7963874101594127,0.2
0.2,55,41,0.8434915856589517,0.5
0.2,56,41,0.8461828353203263,0.2
0.2,57,41,0.9439639629573419,1.0
0.2,58,41,0.8902255639097743,0.5
0.2,59,41,0.8130876844277979,0.5
0.2,60,41,0.8740128485708614,0.2
0.2,61,41,0.6024821787480723,0.2
0.2,62,41,0.7709665832918529,0.2
0.2,63,41,0.846934997840611,0.2
0.2,64,41,0.9514855881601892,0.5
0.2,65,41,0.813533834586466,0.2
0.2,66,41,0.7521625202847344,0.5
0.2,67,41,0.9259120624705082,1.0
0.2,68,41,0.882706766917293,0.5
0.2,69,41,0.8616541353383457,0.5
0.2,70,41,0.7822490210961238,0.2
0.2,71,41,0.9443193041944553,0.5
0.2,72,41,0.8717563610100073,0.5
0.2,73,41,0.8069256178552839,0.2
0.2,74,41,0.9462204505181959,0.5
0.2,75,41,0.8800301487331393,0.5
0.2,76,41,0.9447161254776266,0.5
0.2,77,41,0.886799611415702,0.5
0.2,78,41,0.8498311777599026,0.5
0.2,79,41,0.8792779862128546,0.2
0.2,80,41,0.8717563610100073,0.2
0.2,81,41,0.8021070743197524,0.2
0.2,82,41,0.8358443213873514,0.5
0.2,83,41,0.8569286826475728,1.0
0.2,84,41,0.7714285714285714,0.2
0.2,85,41,0.8690747381231839,0.2
0.2,86,41,0.7969924812030074,0.5
0.2,87,41,0.8567131106043127,0.5
0.2,88,41,0.8431741852391874,0.2
0.2,89,41,0.8615502815160567,0.5
0.2,90,41,0.8646616541353382,0.2
0.2,91,41,0.9051921298373942,1.0
0.2,92,41,0.8812030075187969,0.5
0.2,93,41,0.8781954887218045,0.5
0.2,94,41,0.9319293626327859,1.0
0.2,95,41,0.9112781954887217,0.5
0.2,96,41,0.8634825732868752,0.2
0.2,97,41,0.8920647490576951,0.2
0.2,98,41,0.6897330311011015,0.5
0.2,99,41,0.8075187969924811,0.2
0.2,100,41,0.8812030075187969,0.2
0.2,101,41,0.8973298866996883,1.0
0.2,102,41,0.8270676691729323,0.5
0.2,103,41,0.9537420757210433,0.5
