pct,trials,priority_fraction,priority_k_nominal,mean_spearman,p05_spearman,p95_spearman,mean_top_20pct_jaccard
0.05,600,0.2,4,0.9791904761904761,0.962330827067669,0.9924812030075187,0.776
0.1,600,0.2,4,0.938266585963601,0.88628909509634,0.9744360902255638,0.6048730158730158
0.2,600,0.2,4,0.8455524370788914,0.6970666156738776,0.9353383458646616,0.44082341269841263
