pct,trial,seed,spearman,top3_jaccard
0.05,0,41,0.9879699248120299,0.5
0.05,1,41,0.9924812030075187,1.0
0.05,2,41,0.9849624060150375,1.0
0.05,3,41,0.9864661654135337,0.5
0.05,4,41,0.9894736842105262,0.5
0.05,5,41,0.9669172932330825,0.5
0.05,6,41,0.9729323308270676,0.5
0.05,7,41,0.9864661654135337,1.0
0.05,8,41,0.9954887218045112,1.0
0.05,9,41,0.9834586466165413,1.0
0.05,10,41,0.9909774436090225,0.5
0.05,11,41,0.9789473684210527,0.5
0.05,12,41,0.9729323308270676,0.5
0.05,13,41,0.9774436090225563,1.0
0.05,14,41,0.993984962406015,1.0
0.05,15,41,0.9729323308270676,0.2
0.05,16,41,0.9879699248120299,1.0
0.05,17,41,0.9804511278195487,0.5
0.05,18,41,0.9849624060150375,0.5
0.05,19,41,0.9894736842105262,1.0
0.05,20,41,0.9609022556390976,0.5
0.05,21,41,0.9894736842105262,1.0
0.05,22,41,0.9834586466165413,1.0
0.05,23,41,0.9804511278195487,0.5
0.05,24,41,0.9789473684210527,1.0
0.05,25,41,0.9654135338345864,0.5
0.05,26,41,0.9879699248120299,0.5
0.05,27,41,0.9804511278195487,0.5
0.05,28,41,0.9804511278195487,1.0
0.05,29,41,0.9909774436090225,1.0
0.05,30,41,0.9849624060150375,0.5
0.05,31,41,0.9744360902255638,1.0
0.05,32,41,0.9924812030075187,0.5
0.05,33,41,0.9879699248120299,0.5
0.05,34,41,0.9879699248120299,1.0
0.05,35,41,0.9759398496240601,1.0
0.05,36,41,0.9789473684210527,0.5
0.05,37,41,0.9969924812030074,1.0
0.05,38,41,0.9774436090225563,1.0
0.05,39,41,0.9894736842105262,1.0
0.05,40,41,0.9699248120300751,1.0
0.05,41,41,0.956390977443609,0.5
0.05,42,41,0.9774436090225563,1.0
0.05,43,41,0.9819548872180449,0.5
0.05,44,41,0.9849624060150375,0.5
0.05,45,41,0.9894736842105262,1.0
0.05,46,41,0.9654135338345864,1.0
0.05,47,41,0.9744360902255638,0.5
0.05,48,41,0.9924812030075187,1.0
0.05,49,41,0.9759398496240601,0.5
0.05,50,41,0.9714285714285714,0.5
0.05,51,41,0.9759398496240601,0.5
0.05,52,41,0.9744360902255638,0.5
0.05,53,41,0.9819548872180449,1.0
0.05,54,41,0.9609022556390976,0.5
0.05,55,41,0.9729323308270676,1.0
0.05,56,41,0.9834586466165413,1.0
0.05,57,41,0.9774436090225563,1.0
0.05,58,41,0.9849624060150375,1.0
0.05,59,41,0.9879699248120299,0.5
0.05,60,41,0.9684210526315788,0.5
0.05,61,41,0.9789473684210527,0.5
0.05,62,41,0.9759398496240601,0.5
0.05,63,41,0.9669172932330825,0.5
0.05,64,41,0.9849624060150375,1.0
0.05,65,41,0.9774436090225563,0.5
0.05,66,41,0.9834586466165413,1.0
0.05,67,41,0.9924812030075187,1.0
0.05,68,41,0.9714285714285714,1.0
0.05,69,41,0.993984962406015,1.0
0.05,70,41,0.9593984962406013,0.5
0.05,71,41,0.9759398496240601,0.5
0.05,72,41,0.9774436090225563,0.5
0.05,73,41,0.9819548872180449,0.5
0.05,74,41,0.9909774436090225,1.0
0.05,75,41,0.9864661654135337,1.0
0.05,76,41,0.9894736842105262,1.0
0.05,77,41,0.9804511278195487,1.0
0.05,78,41,0.9744360902255638,0.5
0.05,79,41,0.9849624060150375,0.5
0.05,80,41,0.9759398496240601,0.5
0.05,81,41,0.9684210526315788,0.5
0.05,82,41,0.9699248120300751,1.0
0.05,83,41,0.9834586466165413,1.0
0.05,84,41,0.9639097744360902,0.5
0.05,85,41,0.9819548872180449,1.0
0.05,86,41,0.9729323308270676,0.5
0.05,87,41,0.9954887218045112,1.0
0.05,88,41,0.9774436090225563,1.0
0.05,89,41,0.9729323308270676,1.0
0.05,90,41,0.9864661654135337,1.0
0.05,91,41,0.9924812030075187,1.0
0.05,92,41,0.9834586466165413,1.0
0.05,93,41,0.9819548872180449,1.0
0.05,94,41,0.9924812030075187,1.0
0.05,95,41,0.9819548872180449,1.0
0.05,96,41,0.9834586466165413,0.5
0.05,97,41,0.9879699248120299,1.0
0.05,98,41,0.9744360902255638,0.5
0.05,99,41,0.9699248120300751,0.2
0.05,100,41,0.9819548872180449,0.5
0.05,101,41,0.9924812030075187,1.0
0.05,102,41,0.9909774436090225,0.5
0.05,103,41,0.9909774436090225,1.0
0.05,104,41,0.9804511278195487,0.5
0.05,105,41,0.9864661654135337,1.0
0.05,106,41,0.9849624060150375,0.5
0.05,107,41,0.9804511278195487,1.0
0.05,108,41,0.9819548872180449,0.5
0.05,109,41,0.9774436090225563,1.0
0.05,110,41,0.9864661654135337,1.0
0.05,111,41,0.956390977443609,1.0
0.05,112,41,0.9804511278195487,0.5
0.05,113,41,0.9819548872180449,0.5
0.05,114,41,0.9759398496240601,0.5
0.05,115,41,0.9804511278195487,1.0
0.05,116,41,0.9819548872180449,1.0
0.05,117,41,0.9774436090225563,0.5
0.05,118,41,0.9849624060150375,0.5
0.05,119,41,0.9774436090225563,1.0
0.05,120,41,0.9909774436090225,0.5
0.05,121,41,0.9804511278195487,1.0
0.05,122,41,0.9052631578947368,0.5
0.05,123,41,0.9834586466165413,1.0
0.05,124,41,0.9639097744360902,0.5
0.05,125,41,0.9864661654135337,1.0
0.05,126,41,0.9639097744360902,1.0
0.05,127,41,0.9849624060150375,0.5
0.05,128,41,0.9789473684210527,0.5
0.05,129,41,0.9699248120300751,0.5
0.05,130,41,0.9789473684210527,0.5
0.05,131,41,0.9909774436090225,1.0
0.05,132,41,0.9744360902255638,0.5
0.05,133,41,0.9849624060150375,1.0
0.05,134,41,0.9669172932330825,0.5
0.05,135,41,0.9834586466165413,1.0
0.05,136,41,0.9578947368421054,1.0
0.05,137,41,0.9729323308270676,1.0
0.05,138,41,0.9819548872180449,1.0
0.05,139,41,0.9894736842105262,0.5
0.05,140,41,0.9503759398496241,0.5
0.05,141,41,0.9819548872180449,1.0
0.05,142,41,0.9669172932330825,0.5
0.05,143,41,0.9714285714285714,0.5
0.05,144,41,0.9819548872180449,0.5
0.05,145,41,0.9804511278195487,0.5
0.05,146,41,0.9789473684210527,0.5
0.05,147,41,0.9428571428571428,0.5
0.05,148,41,0.9894736842105262,1.0
0.05,149,41,0.9879699248120299,1.0
0.05,150,41,0.9924812030075187,1.0
0.05,151,41,0.9774436090225563,1.0
0.05,152,41,0.9849624060150375,1.0
0.05,153,41,0.9669172932330825,0.5
0.05,154,41,0.9729323308270676,1.0
0.05,155,41,0.9593984962406013,0.5
0.05,156,41,0.9864661654135337,1.0
0.05,157,41,0.9924812030075187,1.0
0.05,158,41,0.9759398496240601,1.0
0.05,159,41,0.9654135338345864,0.2
0.05,160,41,0.9624060150375938,0.5
0.05,161,41,0.9849624060150375,0.5
0.05,162,41,0.9669172932330825,0.5
0.05,163,41,0.9654135338345864,1.0
0.05,164,41,0.993984962406015,1.0
0.05,165,41,0.9894736842105262,1.0
0.05,166,41,0.9699248120300751,1.0
0.05,167,41,0.9684210526315788,1.0
0.05,168,41,0.9819548872180449,0.5
0.05,169,41,0.9864661654135337,0.5
0.05,170,41,0.9789473684210527,1.0
0.05,171,41,0.9503759398496241,1.0
0.05,172,41,0.9789473684210527,1.0
0.05,173,41,0.9684210526315788,0.5
0.05,174,41,0.9819548872180449,0.5
0.05,175,41,0.9729323308270676,1.0
0.05,176,41,0.9879699248120299,1.0
0.05,177,41,0.9924812030075187,1.0
0.05,178,41,0.9864661654135337,0.2
0.05,179,41,0.9864661654135337,1.0
0.05,180,41,0.9669172932330825,0.2
0.05,181,41,0.9804511278195487,1.0
0.05,182,41,0.9774436090225563,1.0
0.05,183,41,0.9819548872180449,0.5
0.05,184,41,0.9789473684210527,0.5
0.05,185,41,0.9729323308270676,1.0
0.05,186,41,0.9909774436090225,0.5
0.05,187,41,0.9849624060150375,1.0
0.05,188,41,0.9834586466165413,1.0
0.05,189,41,0.9744360902255638,0.5
0.05,190,41,0.9654135338345864,0.5
0.05,191,41,0.9729323308270676,0.5
0.05,192,41,0.9804511278195487,0.5
0.05,193,41,0.9789473684210527,1.0
0.05,194,41,0.9819548872180449,1.0
0.05,195,41,0.9834586466165413,0.5
0.05,196,41,0.9789473684210527,0.5
0.05,197,41,0.9819548872180449,0.5
0.05,198,41,0.9819548872180449,1.0
0.05,199,41,0.9714285714285714,0.5
0.05,200,41,0.9729323308270676,1.0
0.05,201,41,0.9714285714285714,1.0
0.05,202,41,0.9759398496240601,0.5
0.05,203,41,0.9834586466165413,0.5
0.05,204,41,0.9624060150375938,1.0
0.05,205,41,0.9864661654135337,1.0
0.05,206,41,0.9609022556390976,0.5
0.05,207,41,0.9789473684210527,0.5
0.05,208,41,0.9879699248120299,1.0
0.05,209,41,0.9744360902255638,0.5
0.05,210,41,0.9924812030075187,1.0
0.05,211,41,0.9729323308270676,1.0
0.05,212,41,0.9744360902255638,0.5
0.05,213,41,0.9639097744360902,0.5
